Algorithm,NoiseType,SNR,T60,Condition,Metric,Score
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.1658819913864136
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.6892183423042297
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,6.468131065368652
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.4363921880722046
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.8637956380844116
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,1.3973878622055054
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.1918634176254272
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.691482424736023
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,7.32027530670166
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,2.359779119491577
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.9558541178703308
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,11.857803344726562
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.7265560626983643
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.6634073853492737
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,13.565637588500977
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.2121857404708862
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.7953569889068604
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,0.7024387121200562
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.2302017211914062
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.683639407157898
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,5.297089576721191
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.2586106061935425
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.6406509280204773
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,1.8636475801467896
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.2540044784545898
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.7179060578346252
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,6.4344401359558105
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,2.2225685119628906
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.8661720156669617
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,-0.5812397003173828
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.651907205581665
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.6727830171585083
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,9.234598159790039
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.089409351348877
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.45632344484329224
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,-4.549886703491211
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.046836256980896
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.6922971606254578
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,6.492195129394531
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.27842116355896
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.7572499513626099
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,2.137284278869629
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.0504000186920166
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.7325531244277954
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,7.359034538269043
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,2.155822277069092
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.8957212567329407
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,8.498278617858887
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.389920949935913
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.6962214112281799
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,11.779167175292969
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.2741299867630005
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.7109972834587097
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,-1.2232815027236938
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.0392519235610962
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.5833577513694763
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,5.683119773864746
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.132451057434082
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.5825864672660828
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,1.9764022827148438
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.044800877571106
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.6118834614753723
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,7.040547847747803
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,2.032203197479248
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.9382340908050537
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,-5.362407684326172
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.1488808393478394
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.5292396545410156
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,7.823326110839844
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.0679420232772827
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.41593828797340393
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,-2.178986072540283
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.0718539953231812
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.700320303440094
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,5.127906322479248
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.2198541164398193
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.6655281186103821
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,2.003614664077759
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.0813969373703003
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.7244051694869995
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,6.827650547027588
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,2.4366793632507324
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.9344029426574707
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,7.268829822540283
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.5509120225906372
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.7153488993644714
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,9.44221019744873
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.1564990282058716
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.5444318652153015
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,-0.2609356939792633
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.071557879447937
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.7378881573677063
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,5.69856071472168
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.3462449312210083
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.7294124364852905
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,2.841818332672119
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.0823339223861694
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.7486328482627869
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,6.6551666259765625
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,2.4378411769866943
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.8936533331871033
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,4.019064426422119
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.3985552787780762
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.7069597840309143
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,8.913228988647461
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.1947290897369385
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.4518238306045532
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,-2.9450464248657227
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.0590755939483643
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.6596327424049377
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,5.597635269165039
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.1156339645385742
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.7154803276062012
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,1.6527602672576904
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.0729025602340698
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.6993014812469482
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,7.114074230194092
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,2.045654773712158
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.9491289854049683
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,10.08163070678711
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.1365759372711182
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.6084380149841309
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,8.50246810913086
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.0497877597808838
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.4345986843109131
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,-2.111724853515625
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.0315029621124268
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.5586766600608826
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,6.721401214599609
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.1703605651855469
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.6679896116256714
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,2.6182875633239746
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.0360485315322876
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.575557291507721
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,7.494027614593506
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.6637170314788818
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.8612416982650757
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,4.405821800231934
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.5544486045837402
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.6238079071044922
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,11.791820526123047
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.083217740058899
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.38071534037590027
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,-2.936417818069458
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.0576534271240234
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.6034746170043945
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,5.8557538986206055
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.483272671699524
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.7211694717407227
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,3.981010675430298
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.067029356956482
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.6226633787155151
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,6.902394771575928
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,3.7115588188171387
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.9654387831687927
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,12.380599021911621
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.4062042236328125
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.5645229816436768
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,10.828639030456543
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.1941889524459839
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.5966624617576599
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,-0.5784159898757935
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.120096206665039
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.7301385402679443
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,5.766635417938232
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.2619351148605347
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.7567796111106873
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,2.7182319164276123
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.1418266296386719
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.7446463704109192
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,7.342825412750244
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,2.2094130516052246
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.9117267727851868
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,7.13578462600708
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.8567250967025757
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.8067551255226135
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,11.422590255737305
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.1180888414382935
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.4521815776824951
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,-1.6066100597381592
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.0732307434082031
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.6049678921699524
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,6.090514183044434
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.274754524230957
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.6206672787666321
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,4.559842586517334
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.0787583589553833
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.6368635892868042
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,7.050348281860352
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,2.5547080039978027
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.8277233242988586
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,3.2345943450927734
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.4102849960327148
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.6358209848403931
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,10.019349098205566
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.1429238319396973
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.562976062297821
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,-0.2635451555252075
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.0508480072021484
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.598975419998169
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,6.105525970458984
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.140102744102478
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.562903642654419
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,1.2472190856933594
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.058122158050537
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.6117323637008667
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,6.9107537269592285
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,2.187023639678955
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.8134392499923706
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,2.4467432498931885
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.1732261180877686
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.5627052187919617
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,9.411307334899902
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.0881478786468506
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.37676602602005005
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,-2.83510684967041
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.0410534143447876
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.6131962537765503
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,5.602715015411377
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.2350656986236572
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.5903556942939758
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,3.9140172004699707
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.0504451990127563
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.6323980689048767
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,6.988319396972656
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,2.5980589389801025
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.8845880627632141
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,7.763113975524902
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.208677053451538
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.46379485726356506
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,4.369423866271973
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.0909544229507446
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.3448981046676636
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,-1.976807713508606
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.0592279434204102
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.566348135471344
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,6.277496337890625
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.0872975587844849
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.6826552748680115
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,2.359405040740967
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.0648434162139893
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.6183913946151733
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,7.057542324066162
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.6524524688720703
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.7999780774116516
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,-0.7145341634750366
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.162839412689209
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.6047297716140747
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,9.068868637084961
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.1313774585723877
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.5367531180381775
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,-0.49608755111694336
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.0496482849121094
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.602007269859314
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,6.288522720336914
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.333742618560791
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.5819797515869141
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,2.323098659515381
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.0648442506790161
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.6243358254432678
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,7.526913166046143
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,2.6447935104370117
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.9173102378845215
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,9.47111701965332
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.409062385559082
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.6400536894798279
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,11.915081024169922
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.1625717878341675
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.43564078211784363
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,-2.4566855430603027
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.0597249269485474
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.6542490720748901
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,5.587822914123535
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.2830158472061157
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.602066695690155
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,3.0560288429260254
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.0675748586654663
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.6769283413887024
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,6.757411003112793
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,2.7319488525390625
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.8992322683334351
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,7.608419418334961
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.4264503717422485
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.6926126480102539
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,9.122759819030762
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.1418697834014893
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.4746444523334503
