Algorithm,NoiseType,SNR,T60,Condition,Metric,Score
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,-1.437545895576477
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.181775450706482
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.615214467048645
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,5.164258003234863
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.5365991592407227
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.555286169052124
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,3.6885623931884766
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.2271324396133423
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.6622744798660278
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,6.702545166015625
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,2.6956329345703125
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.793694794178009
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,-2.2906830310821533
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.4039475917816162
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.6616758704185486
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,11.106090545654297
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.2461414337158203
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.4232756793498993
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,-0.3552068769931793
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.0886210203170776
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.8117085695266724
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,5.317105770111084
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.5752204656600952
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.738734781742096
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,2.9062488079071045
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.0993785858154297
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.8250898718833923
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,6.827743053436279
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,2.4255034923553467
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.9314671158790588
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,5.604704856872559
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.303726077079773
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.7916866540908813
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,7.64013671875
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.2828346490859985
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.7302180528640747
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,-0.646761417388916
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.0810500383377075
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.48982617259025574
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,6.333202838897705
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.4305589199066162
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.5886529684066772
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,2.5415658950805664
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.095401406288147
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.508952260017395
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,7.317651748657227
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,2.5403881072998047
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.8975471258163452
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,8.395771026611328
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.5514001846313477
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.5330668091773987
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,11.847776412963867
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.1971540451049805
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.4359758794307709
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,-1.1434075832366943
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.1127614974975586
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.5686023235321045
DSB,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,5.965814590454102
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.7358100414276123
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.7342332005500793
DSB,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,4.077895641326904
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.1385324001312256
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.5862219929695129
MVDR,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,6.977376461029053
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,3.6188387870788574
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.9092955589294434
MVDR,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,9.366695404052734
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.6271169185638428
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.45305976271629333
Denoiser,white,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,11.245861053466797
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",PESQ,1.3478777408599854
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",ESTOI,0.597068190574646
Denoiser,inter,0.0,0.15,"T60=0.15, SNR=0dB",SI_SDR,0.6852245330810547
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.4570749998092651
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.8752460479736328
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,14.475165367126465
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,2.202784776687622
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.9536685943603516
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,10.700837135314941
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.4860687255859375
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.894871711730957
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,16.519453048706055
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,3.5921905040740967
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.959172785282135
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,14.465209007263184
Denoiser,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,2.3334152698516846
Denoiser,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.8587746620178223
Denoiser,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,17.357709884643555
Denoiser,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.9359842538833618
Denoiser,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.9339004158973694
Denoiser,inter,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,10.400581359863281
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.7038570642471313
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.9202482104301453
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,10.864376068115234
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,2.0970919132232666
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.8472898006439209
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,9.370302200317383
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.764441728591919
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.9357765316963196
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,13.824442863464355
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,3.620591402053833
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.9655900597572327
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,9.37843132019043
Denoiser,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,2.088724374771118
Denoiser,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.821262538433075
Denoiser,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,11.1700439453125
Denoiser,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.6355698108673096
Denoiser,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.790686309337616
Denoiser,inter,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,9.254392623901367
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.1269044876098633
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.8876463770866394
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,14.579429626464844
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.9025793075561523
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.9072991609573364
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,11.330513954162598
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.1659072637557983
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.8975586891174316
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,16.381961822509766
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,3.136827230453491
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.9529191851615906
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,14.18215560913086
Denoiser,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,2.2954368591308594
Denoiser,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.902408242225647
Denoiser,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,17.132165908813477
Denoiser,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.7208845615386963
Denoiser,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.9202463626861572
Denoiser,inter,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,10.186883926391602
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.2158585786819458
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.8250811696052551
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,11.661478042602539
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.7125208377838135
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.8112462759017944
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,9.785932540893555
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.2574549913406372
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.852861762046814
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,15.103288650512695
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,2.297391891479492
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.9496713876724243
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,-1.213350772857666
Denoiser,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.6623342037200928
Denoiser,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.8122637271881104
Denoiser,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,13.864747047424316
Denoiser,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.3044066429138184
Denoiser,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.7306053042411804
Denoiser,inter,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,9.182488441467285
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.3772083520889282
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.8921797275543213
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,10.245858192443848
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.661346435546875
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.8585253953933716
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,8.985222816467285
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.4255921840667725
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.9119945168495178
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,14.383718490600586
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,3.3906872272491455
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.9646624326705933
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,11.325875282287598
Denoiser,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,2.37217116355896
Denoiser,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.8834794163703918
Denoiser,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,16.518115997314453
Denoiser,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.5126880407333374
Denoiser,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.7968559861183167
Denoiser,inter,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,11.09815502166748
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.5181643962860107
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.9241763353347778
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,11.918134689331055
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,2.2362618446350098
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.9114115238189697
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,10.508773803710938
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.5734819173812866
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.9367239475250244
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,14.490842819213867
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,3.7386534214019775
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.96866774559021
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,12.659078598022461
Denoiser,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,2.1635684967041016
Denoiser,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.9034736156463623
Denoiser,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,14.133245468139648
Denoiser,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.828586220741272
Denoiser,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.8765799403190613
Denoiser,inter,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,9.638702392578125
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.3598922491073608
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.870251476764679
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,11.3999605178833
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.6596732139587402
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.8999504446983337
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,9.49050521850586
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.4227975606918335
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.8873184323310852
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,15.040282249450684
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,2.6622328758239746
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.9679672122001648
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,11.528491973876953
Denoiser,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.831649899482727
Denoiser,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.8399257063865662
Denoiser,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,14.730082511901855
Denoiser,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.4270060062408447
Denoiser,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.8230969309806824
Denoiser,inter,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,10.276350021362305
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.1608374118804932
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.7210417985916138
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,15.65732192993164
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.6671202182769775
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.8999720215797424
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,12.205291748046875
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.2103098630905151
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.7365147471427917
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,16.9290714263916
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,2.4688823223114014
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.9187099933624268
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,9.760108947753906
Denoiser,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.953266978263855
Denoiser,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.7603539824485779
Denoiser,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,14.200133323669434
Denoiser,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.4744577407836914
Denoiser,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.7996230125427246
Denoiser,inter,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,8.099661827087402
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.3480453491210938
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.8556841611862183
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,12.383769989013672
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,2.3446803092956543
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.9058325886726379
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,11.50021743774414
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.4059758186340332
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.8709472417831421
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,15.146435737609863
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,3.965543746948242
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.9700392484664917
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,12.437480926513672
Denoiser,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.7746764421463013
Denoiser,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.818040668964386
Denoiser,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,16.075132369995117
Denoiser,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.6949033737182617
Denoiser,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.8380367755889893
Denoiser,inter,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,9.911759376525879
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.517686128616333
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.9060631990432739
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,11.923593521118164
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.9777089357376099
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.8972903490066528
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,10.435815811157227
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.632558822631836
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.9246757626533508
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,15.618300437927246
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,3.0417816638946533
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.956572413444519
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,12.211662292480469
Denoiser,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,2.3670294284820557
Denoiser,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.912144660949707
Denoiser,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,17.428529739379883
Denoiser,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.8677234649658203
Denoiser,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.886795699596405
Denoiser,inter,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,11.83076000213623
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.350306510925293
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.8279924988746643
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,12.748061180114746
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.9550187587738037
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.8188762068748474
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,12.01751708984375
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.3990302085876465
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.8528235554695129
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,15.311888694763184
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,3.231806755065918
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.9331381320953369
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,11.607943534851074
Denoiser,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.884439468383789
Denoiser,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.8163921236991882
Denoiser,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,16.37141990661621
Denoiser,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.4648385047912598
Denoiser,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.7917942404747009
Denoiser,inter,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,10.121479034423828
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.3216488361358643
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.8001218438148499
DSB,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,12.865754127502441
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.6786237955093384
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.7951862812042236
DSB,inter,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,9.838443756103516
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,1.404484510421753
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.8258551955223083
MVDR,white,10.0,0.15,"T60=0.15, SNR=10dB",SI_SDR,15.81395149230957
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",PESQ,3.65452241897583
MVDR,inter,10.0,0.15,"T60=0.15, SNR=10dB",ESTOI,0.9485452175140381
