Algorithm,NoiseType,SNR,T60,Condition,Metric,Score
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,5.202723503112793
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.418529748916626
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8351132869720459
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,6.237161636352539
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.727515459060669
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7901015281677246
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,5.2631306648254395
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.53301203250885
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8809836506843567
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,10.863789558410645
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,2.473477602005005
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.84196937084198
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,5.808846473693848
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,2.192502737045288
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8388559222221375
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,11.145505905151367
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.5470850467681885
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7538931965827942
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,8.834208488464355
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.4190359115600586
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8488615155220032
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,8.167856216430664
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,2.1328561305999756
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8650028705596924
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,6.796146392822266
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.5594682693481445
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8984370231628418
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,11.397570610046387
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,2.018965721130371
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8400870561599731
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,4.946153163909912
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.6439316272735596
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7807437181472778
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,7.946627140045166
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.6731626987457275
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.800288736820221
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,5.7408528327941895
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.4499424695968628
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7885062098503113
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,8.223999977111816
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.6482179164886475
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8411378264427185
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,6.53073787689209
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.679507851600647
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8532403707504272
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,12.638284683227539
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,2.1367058753967285
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8793689608573914
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,2.953904151916504
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.6836872100830078
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7586304545402527
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,8.944140434265137
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.4225919246673584
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7794629335403442
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,7.227630615234375
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.1924960613250732
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.6411276459693909
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,14.400897026062012
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.7952710390090942
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8116065263748169
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,10.639545440673828
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.292710781097412
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.6683183908462524
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,16.611284255981445
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.5746797323226929
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8188194632530212
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,4.739596366882324
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.5872018337249756
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.603735625743866
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,3.8201937675476074
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.2740581035614014
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.5879599452018738
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,1.179129719734192
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.3791179656982422
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7778302431106567
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,9.29355239868164
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,2.154210329055786
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8170904517173767
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,7.997588634490967
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.525046706199646
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8336628079414368
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,13.352521896362305
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,2.503295421600342
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8633325099945068
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,5.594036102294922
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.6721489429473877
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.6640840768814087
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,7.368807792663574
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.533968210220337
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.6822621822357178
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,5.707215785980225
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.4539871215820312
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8151167035102844
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,8.299263000488281
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.8209996223449707
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8284850716590881
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,7.00885009765625
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.6575429439544678
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8694848418235779
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,12.514815330505371
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,2.012125015258789
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7602838277816772
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,6.561441898345947
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,2.067481756210327
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7379743456840515
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,8.790858268737793
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.694394588470459
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.6941080689430237
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,7.043371200561523
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.3898926973342896
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7895008325576782
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,9.431617736816406
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.7862387895584106
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7613216638565063
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,8.113540649414062
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.5163061618804932
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8555570840835571
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,13.497475624084473
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,2.1485869884490967
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8168116211891174
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,4.897883892059326
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.6379446983337402
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.6568475365638733
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,7.200618267059326
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.2256789207458496
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.634994626045227
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,4.567078590393066
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.3351823091506958
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7625701427459717
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,9.077983856201172
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.6308066844940186
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7449889183044434
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,7.021026611328125
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.472212314605713
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8184068202972412
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,13.275114059448242
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,2.1106255054473877
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7904669046401978
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,2.5882649421691895
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.4262058734893799
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.6772066950798035
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,6.540178298950195
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.3368761539459229
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.6745851635932922
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,5.962234020233154
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.2373788356781006
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7545742988586426
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,8.30798053741455
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.5978286266326904
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7423686385154724
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,7.330907821655273
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.3412916660308838
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8006808757781982
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,12.339593887329102
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.905315637588501
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8110371232032776
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,5.289968967437744
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.5662214756011963
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.6355531811714172
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,8.679248809814453
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.3296031951904297
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.5984389781951904
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,6.362329483032227
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.3181428909301758
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7800477147102356
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,10.064992904663086
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.4463658332824707
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8257608413696289
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,8.19662857055664
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.4804954528808594
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8102304339408875
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,13.594914436340332
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.7827448844909668
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7968753576278687
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,4.588852405548096
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.3490405082702637
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.6194503903388977
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,4.294485092163086
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.3201571702957153
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7007087469100952
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,2.6109771728515625
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.2936278581619263
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7694068551063538
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,10.616369247436523
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,2.0703165531158447
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7530649304389954
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,8.281700134277344
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.4507075548171997
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8311740756034851
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,14.602710723876953
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,2.4290390014648438
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8182494044303894
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,5.955048084259033
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.643388271331787
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7027890086174011
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,7.924106597900391
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.5065444707870483
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.6116154789924622
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,5.48964786529541
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.3275851011276245
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7818532586097717
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,6.886237144470215
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.8794550895690918
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7426977157592773
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,5.922767639160156
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.4497554302215576
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.84039705991745
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,10.946609497070312
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,2.0871400833129883
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7617805004119873
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,4.10310697555542
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.655689001083374
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.6571270227432251
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,6.386038780212402
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.502110242843628
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.643750011920929
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,5.268848419189453
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.6283111572265625
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7659459710121155
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,5.687756538391113
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,2.0641512870788574
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.6901009678840637
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,5.024724960327148
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.8068346977233887
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8405627012252808
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,10.48985481262207
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,2.494428873062134
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7582876682281494
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,4.706757545471191
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.5931435823440552
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.6397980451583862
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,2.725796937942505
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.383392572402954
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.5650842189788818
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,0.12023179233074188
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.487949013710022
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.9100377559661865
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,5.496157646179199
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,2.0462191104888916
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.790989100933075
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,4.671316146850586
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.7066060304641724
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.9503858089447021
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,11.212699890136719
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,2.0128047466278076
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7545931935310364
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,5.735639572143555
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.7707537412643433
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7644248008728027
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,7.419409275054932
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.4136667251586914
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7190433740615845
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,5.543191909790039
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.3815007209777832
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.6101586222648621
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,11.375972747802734
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,2.129770517349243
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7402328252792358
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,8.84865665435791
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.4795665740966797
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.6444689035415649
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,14.873780250549316
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,2.453195810317993
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8093111515045166
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,6.026191711425781
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.8554394245147705
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.590889573097229
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,8.899935722351074
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.6336431503295898
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.6386547684669495
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,5.929523468017578
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.5487847328186035
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7642325758934021
DSB,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,10.514314651489258
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,2.4880576133728027
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8320151567459106
DSB,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,8.808073043823242
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.7284471988677979
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.825531005859375
MVDR,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,13.623693466186523
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,2.8254196643829346
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.8567152619361877
MVDR,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,7.094216823577881
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.9975268840789795
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7093669176101685
Denoiser,white,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,9.463143348693848
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",PESQ,1.7888445854187012
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",ESTOI,0.7366133332252502
Denoiser,inter,10.0,0.3,"T60=0.3, SNR=10dB",SI_SDR,7.193443298339844
